,Actress_Name,actress_link,Available_photos,Available_videos,Rank,Profile_views,Video_views,Subscribers,Country,Age,Eye,Hair,Height,Weight,Cup,Measurements,Alias,Official_website,Twitter,Instagram,Bio
831,Emma Starletto,https://www.eporner.com/pornstar/emma-starletto/,61,97,834,322265,4697001,90,USA,23,Blue,Blonde,"160 cm / 5'3""", 45 kg / 99 lbs,A,,,,https://twitter.com/Estarletto,https://instagram.com/emmastarletto,
832,Luna Lovely,https://www.eporner.com/pornstar/luna-lovely/,6,683,835,421014,3771691,38,USA,29,Brown,Brown,"154 cm / 5'1""", 41 kg / 90 lbs,32B,32B-24-26,,,,,
833,Celeste Star,https://www.eporner.com/pornstar/celeste-star/,287,44,836,173618,3588507,16,United States,37,Grey,Brunette,"175 cm / 5'9""",51 kg / 112 lbs,B,34B-25-36,"Celesete Star,Celeste,Celeste Joymii,Celeste Nubiles,Celeste Simone,Celeste Starr,Michelle FTV,Seleste Star",,,,"Celeste Star (born December 28, 1985) is an American adult model. Celeste, the daughter of a Mexican father and a Scottish-Irish mother, began her adult career in 2004. She has appeared on the cover of the March 2005 issue of Hustler magazine and was the Penthouse Pet of the Month in July 2005. nubiles  Celeste has angel like skin and dark silky hair. She a bit timid but not enough to stop her from showing every detail of her body and sexuality. ftv Hey I sound funny on the video. You know I don\'t like my voice and its hard to listen to myself. I\'m still a cheerleader in High School (I\'m in Grade 12 right now). But I\'m eighteen, I just turned it in January. I didn\'t have any makeup on here I had just started to put some on but the cameraman was impatient. I dont know if you guys care about makeup or not but the girls on this page look like they wear a lot of it. I have acne issues though. Now I\'ve never modeled before but I was introduced to doing this web page by another model who is called Janelle on this web page. She\'s my cousin! I probably would have done this web page faster but I wasn\'t eighteen yet. I look shy on the video and in my mind I was nervous because Ive never had videotape of myself naked"
834,Katja Kassin,https://www.eporner.com/pornstar/katja-kassin/,7,122,837,296353,4975420,29,Germany,43,Green,Red,"155 cm / 5'1""",48 kg / 106 lbs,D,34D-26-36,"Katcha Kassin,Katja Kassan,Katja Kassen,Katja Kassim,Kayla Kassin,Ursula,Ute Ebert",,,,"Born in the city of Leipzig which lies in the part of Germany that was once the German Democratic Republic, Kassin is the eldest of three children. She was 10 years old when the Berlin Wall came down and Germany reunited. When she was 15 years old she had her first job selling ice cream at an Italian restaurant after school and on the weekends. She was a waitress for six years during her high school and college time. In September 2000 she started working as a nude model posing for local amateur photographers and websites. After three years, she moved into softcore shoots and eventually came in contact with German porn star Dru Berrymore. Kassin was introduced to Mark Spiegler of the talent agency Spiegler Girls for whom she worked for three and a half years. On September 9, 2006, she signed with LA Direct Models. Before moving to the United States Kassin studied Political Science at the University of Leipzig in Germany. She has stated that she earned a degree equivalent to an Associate's degree. She also studied German Language and Literature. Katja Kassin at the Erotica L.A. convention, June 24, 2007, post breast augmentation. Her first film scene in the United States was ""Straight to the A 4"" by Vince Voyeur for Red Light District. This was filmed in March 2003; before that she had only done two scenes in Europe. She permanently moved to the Los Angeles area in late-2004 and married a fellow male performer in January 2004. On June 1, 2007 she got breast augmentation surgery from Dr. Jacobs in New York City. The 350cc silicone implants were inserted through the nipple and under the muscle. Her first shoot after recovery was on June 26, 2007. Kassin's specialty is rough anal sex, including double anal, though she has since ceased filming creampies after the HIV outbreak in 2004. In Germany Katja is known for her appearances at the German erotic TV show Wa(h)re Liebe.  English, German, Russian and three others. She adopted the first name ""Katja"" as her pseudonym at the suggestion of the photographer at her first nude shoot, after his niece"
835,Silvia Jons,https://www.eporner.com/pornstar/silvia-jons/,1,11,838,212160,5921588,1,Russia,31,Brown,Brown,"152 cm / 5'0""",50 kg / 110 lbs,B,32B-24-32,"Latoya,Latoya DDF,Latoya YLP,Magy",,,,"With brown eyes, brown hair, and standing barely five feet tall, Sylvia John's is not the first type of woman that comes to your mind when you think of Wildcat, but she will certainly leave some scratches on your back when she's done with you. Sylvia is quite an enthusiastic girl and she loves to perform in films that center around blowjobs or vigorous oral sex. One of her favorite things is bending all the way down and filling up her ass. She has no problem showing off her pussy to the camera and loves to wear her natural body hair down there either completely shaved or a bush that is so big that you will need a map just to find your way out. Sylvia is from Russia and she was born on October 26th, 1991. She's 110 lb and she has a bouncy pair of B cup breasts. Her body measurements are 32B-24-32."
836,Mia Reese,https://www.eporner.com/pornstar/mia-reese/,2,17,839,176722,6251751,1,Russia,34,Brown,Blonde,"170 cm / 5'7""",48 kg / 106 lbs,A,32A-24-35,"Argentina,Caroline,Caroline YLP,Eva DDF,Inga,Mia,Riki P Femjoy,Shanty A,Shanty A Met Art,Sofia Russo",,,,
837,Kianna Dior,https://www.eporner.com/pornstar/kianna-dior/,99,69,840,342661,3944981,45,Canada,53,Hazel,Brunette,"163 cm / 5'4""",54 kg / 119 lbs,DD,34DD-22-34,"Keanna,Kiana,Kiana Dior,Kiana Tan,Kiana Wong,Kianna,Kianna Diorr,Kianna Orling,Kianne Dior,Victoria Ann Woo",http://www.kiannadior.com/,https://twitter.com/Kianna_Dior,https://instagram.com/officialkiannadior,
838,Lily Jordan,https://www.eporner.com/pornstar/lily-jordan/,25,635,841,337572,4326878,32,USA,24,Brown,Brown,"154 cm / 5'1""", 52 kg / 115 lbs,32B,32-24-28,,,,,
839,Isis Taylor,https://www.eporner.com/pornstar/isis-taylor/,71,54,842,189074,4991391,23,USA,33,Hazel,Brown,"175 cm / 5'9""",59 kg / 130 lbs,C,34C-26-39,"Classic,Isas Taylor",,,,
840,Rachel James,https://www.eporner.com/pornstar/rachel-james/,61,75,843,283680,4505853,20,USA,27,Grey,Blonde,"160 cm / 5'3""",48 kg / 105 lbs,AA,34AA-26-32,,,,,
841,Jenny Simons,https://www.eporner.com/pornstar/jenny-simons/,8,588,844,244421,5520832,7,Czech Republic,34,Blue,Blonde,"173 cm / 5'8""",54 kg / 119 lbs,B,30B-23-32,"Angel Red,Jennifer Simons",,,,
842,Sasha Blonde,https://www.eporner.com/pornstar/sasha-blonde/,16,223,845,231794,5378906,7,Ukraine,37,Blue,Blonde,"170 cm / 5'7""",51 kg / 112 lbs,A,35A-25-35,"Nakeisha Femjoy,Natasha G Met Art,Sasha Wow,Sasha YLP",,,,
843,Devon Lee,https://www.eporner.com/pornstar/devon-lee/,11,771,846,408710,3800412,43,USA,47,Blue,Blonde,"160 cm / 5'3""",56 kg / 123 lbs,DD,36DD-28-34,"Devon Karups,Devyn Lee",,,,
844,Tru Kait,https://www.eporner.com/pornstar/tru-kait/,175,54,847,327989,4048262,123,"Long Beach, California, USA",22,,Brown,"157 cm / 5'2""", 52 kg / 115 lbs,,32-25-38,,https://trukait.com/,https://twitter.com/Tru__kait,,
845,Katrin Wolf,https://www.eporner.com/pornstar/katrin-wolf/,176,25,848,203538,3908685,8,Hungary,38,Blue,Blonde,"163 cm / 5'4""",45 kg / 100 lbs,C,32C-28-33,"Aniko Stark,Crystal Nubiles,Ildiko,Ildiko ATK,Kady Sapphic,Katerina Wolf,Katherine Wolf,Nesty,Nesty A Met Art,Nesty DDF,Nesty Nice,Nesty Twistys,Nikky Karups",,,,
846,Luna Rival,https://www.eporner.com/pornstar/luna-rival-bgQcN/,21,40,849,326996,4203646,41,France,25,Brown,Auburn,"154 cm / 5'1""", 45 kg / 99 lbs,34A,34-23-35,,http://www.luna-rival.com/,https://twitter.com/LoupRival,https://instagram.com/lunarival_official,
847,Alena Croft,https://www.eporner.com/pornstar/alena-croft/,648,4,850,307955,4048588,24,USA,41,Blue,Blonde,"168 cm / 5'6""",55 kg / 121 lbs,D,36D-27-38,AZBlonde,,https://twitter.com/AlenaCroftXXX,,
848,Aika Yumeno,https://www.eporner.com/pornstar/aika-yumeno/,63,114,851,220885,4271207,20,Japan,28,Brown,Brown,"149 cm / 4'11""",,31D,31D-20-31,,,,,
849,Celine Noiret,https://www.eporner.com/pornstar/celine-noiret/,2,470,852,461672,3325895,7,Czech Republic,40,Blue,Brown,"175 cm / 5'9""", 57 kg / 126 lbs,B,34B-26-35,"Dita,Olivia,Olivia Fezy,Olivia Plum,Olivia Weston,Ursula Twistys",,,,
850,Kiki Minaj,https://www.eporner.com/pornstar/kiki-minaj/,8,37,853,272530,5098433,39,United Kingdom,38,Brown,Brown,"173 cm / 5'8""",55 kg / 121 lbs,D,34D-25-32,,,https://twitter.com/Kikiminajxxx,https://instagram.com/Kikiminajbackup,
851,Sienna West,https://www.eporner.com/pornstar/sienna-west/,31,72,854,343982,4318476,24,United States,45,Brown,Red,"160 cm / 5'3""",55 kg / 121 lbs,DD,34DD-24-34,"Sienna,Siennawest",,https://twitter.com/SIENNAWESTLAND,https://instagram.com/siennawestland,
852,Eva Black,https://www.eporner.com/pornstar/eva-black/,138,284,855,146298,6353867,8,Hungary,44,Brown,Brunette,"175 cm / 5'9""",55 kg / 122 lbs,B,34B-28-35,"Aiwe Black,Eva ATK,Eva Hot,Eva Mercedes,Gaia Preziosa,Mercedes,Mercedes Aiwe,Mercedes Black,Miss Storm,Vicky Bleur,Viky Bleur",,,,
853,Simony Diamond,https://www.eporner.com/pornstar/simony-diamond/,22,100,856,221675,5631837,16,Hungary,39,Blue,Brunette,"175 cm / 5'9""",54 kg / 119 lbs,C,36C-26-36,"Alena Sapphic,Anna Karin,Henriet Simony,Henrietta,Henrietta ATK,Henrietta Hequi,Henriette Karups,Simona,Simona Banfi,Simona Diamond,Simone Diamond,Simone Gold,Simone Simmons,Simony D Sapphic",,,,
854,Bianca Breeze,https://www.eporner.com/pornstar/bianca-breeze/,29,85,857,332294,4454016,10,USA,40,Green,Brown,"0 cm / 0'0""",66 kg / 145 lbs,B,36B-24-36,,,,,
855,Keira Croft,https://www.eporner.com/pornstar/keira-croft-e0NhY/,189,114,858,305650,4437923,74,USA,27,Blue,Black,"157 cm / 5'2""", 52 kg / 115 lbs,34B,34B-24-34,,,https://twitter.com/KeiraCroft,https://instagram.com/keiracroft,
856,Chad White,https://www.eporner.com/pornstar/chad-white/,27,91,859,22526,7596743,4,,-,,,,,,,,,,,
857,Anita Blonde,https://www.eporner.com/pornstar/anita-blonde/,13,1051,860,248330,5299489,34,Hungary,46,Hazel,Brunette,"165 cm / 5'5""",53 kg / 117 lbs,C,36C-23-36,"Anita,Anita A,Anita ATK,Anita Blond,Anita Gold,Anita Hudacek,Anita Kelli,Anita Kelly,Bonanita",,,,"Anita Blond (born May 27, 1976, in Budapest, Hungary) is a former pornographic actress. She started her career as a Penthouse model and then did work in 1995 with the Private Media Group. She also modeled concurrently with her adult film career, modeling for magazines such as Perfect 10. She left the porn industry in 2001, starring in an estimated 100 movies."
858,Victoria Tiffani,https://www.eporner.com/pornstar/victoria-tiffani/,13,19,861,214042,5680714,10,Russia,32,Brown,Blonde,"170 cm / 5'7""",47 kg / 104 lbs,A,32A-23-32,"Anya Sapphic,Cutie Slimmer,Ioana Nubiles,Jenna,Paula Karups,Stephanie,Stephanie YLP,Vicktoria Tiffany",,,,"Victoria Tiffani Love to be in front of the camera and it shows. There's not an activity that this girl can't do. And because of her energy and enthusiasm, the camera loves her as well. Cameramen truly know how to capture her big brown eyes, long blonde hair, and her young and firm A cups. The body measurements are 32A-23-32 and she is 5 foot 7 inches tall with only 104 pounds. So this girl is quite a skinny mini. Victoria was born in Moscow, Russia on April 5th, 1990 and she started working in the adult film industry in 2010. At the time, she was only 20 years old. Some of the most popular films are College Girl Loses Her Realdoe Innocence, Jane Stapon Fucks Her Girl In Shiny Pantyhose To Tears, and Double Slippery Strap-On Massage Fuckery."
859,Cindy Shine,https://www.eporner.com/pornstar/cindy-shine/,69,22,862,189284,5766928,50,Czech Republic,29,Brown,Brown,"169 cm / 5'7""",50 kg / 110 lbs,32A,32A-24-36,,,https://twitter.com/CindyShine0,https://www.instagram.com/cindyshine.official,
860,Skye Blue,https://www.eporner.com/pornstar/skye-blue-T8o2f/,155,83,863,348421,3706499,117,USA,60,Blue,Blonde,"163 cm / 5'4""", 50 kg / 110 lbs,32E (70E),33-26-32,,http://skyeblueofficial.com,https://twitter.com/skyebluewantsu,https://www.instagram.com/skyebluewantsu,
861,Stoya,https://www.eporner.com/pornstar/stoya/,69,10,864,270052,2993112,46,USA,36,Green,Brown,"170 cm / 5'7""",49 kg / 108 lbs,B,32B-25-33,"Nina Blue,Stoya Doll,Stoya W4B",http://zerospaces.com,https://twitter.com/Stoya,https://www.instagram.com/Stoya,"Stoya is original, outrageous, and all-natural. A carefree spirit that loves being the center of attention, she embodies a fun, friendly persona that fits seamlessly with Digital Playground's esteemed roster of contract stars. With striking dark features and porcelain skin, this tall and slender beauty has the ability to radiate a multitude of looks that can be sophisticated, romantic, sexy, and playfully cute. The only thing more erotic and intriguing than Stoya's appearance is her mind. After a brief stint in Hollywood, California, Stoya moved back to East Coast skyscrapers, preferring the brash, concrete reality of the East, to the 24/7 sand and glam of the West Coast. The move perfectly epitomizes Stoya's personality and appreciation for mechanized modernity. Not afraid to be unique, Stoya is completely uncompromising in her life and work. Stoya graduated high school 3 years early, eager for the freedom to pursue the next phase of life. Dubbed a ""force of nature"", Stoya is perfectly comfortable creating fetish outfits of duct tape and latex to go grocery shopping in, or creating new words to express herself when the English language won't suffice. Stoya loves to keep her mind sharp and often reads 3 books at once in order to quench her need for knowledge. Years of dance training gave Stoya a sexy body just as beautiful as her mind-a body that she proudly displays and explores every inch of on camera. Stoya is one of Digital Play Grounds newest contract girls. You can see her in their upcoming movie Pirates II ""STAGNETTI'S REVENGE"""
862,Dillion Carter,https://www.eporner.com/pornstar/dillion-carter/,23,121,865,314531,4450625,20,USA,29,Grey,Brown,"168 cm / 5'6""",55 kg / 121 lbs,DD,34DD-24-36,,,,,
863,Abbey Brooks,https://www.eporner.com/pornstar/abbey-brooks/,285,85,866,263212,4332357,10,United States,39,Brown,Blonde,"170 cm / 5'7""",57 kg / 125 lbs,DD,36DD-29-39,"Abbey ATK,Abbey Brook,Abbey Brookes,Abbey Brookess,Abby Brooklly Browning,Abby Brooks",,https://twitter.com/abbeybrooksxxx,https://instagram.com/abbeybrooksxoxo,
864,Hana Haruna,https://www.eporner.com/pornstar/hana-haruna/,246,25,867,131386,3811997,47,Japan,33,Brown,Black,"162 cm / 5'4""", 55 kg / 121 lbs,G,43-23-33,,,,,
865,Ria Rodrigez,https://www.eporner.com/pornstar/ria-rodrigez/,62,15,868,219695,4631968,51,Hungary,30,Brown,Brunette,"155 cm / 5'1""",45 kg / 99 lbs,B,34B-24-35,"Ria R Joymii,Ria R Sapphic,Ria Rodriguez,Rita",,,,
866,Lily Porn,https://www.eporner.com/pornstar/lily-porn/,1,303,869,115472,6598250,7,Netherlands,30,,,,,,,,,,,
867,Renata Black,https://www.eporner.com/pornstar/renata-black/,9,10022,870,175319,5837468,4,Czech Republic,38,Brown,Brunette,"160 cm / 5'3""",52 kg / 114 lbs,B,34B-25-37,"Caterina Black,Lilian,Mia Black,Natasha de Luxe,Rena Goodwin,Renata,Renata ATK,Renata Dark,Renata DDF,Rinata,Rosa Walker,Roxyn",,,,
868,Tara Holiday,https://www.eporner.com/pornstar/tara-holiday/,1,87,871,313494,4604250,15,Chile,55,Green,Brown,"160 cm / 5'3""",50 kg / 110 lbs,D,34D-24-36,Tara,https://taraholidayxxx.com/,,,
869,Nikki Brooks,https://www.eporner.com/pornstar/nikki-brooks/,5,66,872,230166,5386724,62,USA,33,Hazel,Brown,"168 cm / 5'6""",50 kg / 110 lbs,B,36B-26-35,"Nikki FTV,Nikki Mc-nudes",,,,
870,Havana Bleu,https://www.eporner.com/pornstar/havana-bleu/,23,82,873,351744,4141838,26,Cuba,23,Brown,Brown,"162 cm / 5'4""", 55 kg / 121 lbs,32C,32C-25-36,,,,https://www.instagram.com/havanableu_club/,
871,Cassandra Wilde,https://www.eporner.com/pornstar/cassandra-wilde/,0,13,874,44362,7294785,12,Hungary,47,Brown,Blonde,"0 cm / 0'0""",,D,33D-24-33,Cassandra Wild,,,,
872,Dolly Leigh,https://www.eporner.com/pornstar/dolly-leigh/,22,686,875,448822,3050397,30,USA,30,Brown,Blonde,"166 cm / 5'5""", 56 kg / 123 lbs,34B,34B-26-36,,http://twitter.com/missdollyleigh,https://twitter.com/missdollyleigh,https://www.instagram.com/dollyleigh,
873,Aubree Valentine,https://www.eporner.com/pornstar/aubree-valentine/,36,17,876,285376,4670861,128,"Las Vegas, Nevada, USA",24,,Brown,"154 cm / 5'1""", 49 kg / 108 lbs,,32B-24-34,,,https://twitter.com/naughtyaubree,https://instagram.com/aubree.valentine,
874,Minnie Manga,https://www.eporner.com/pornstar/minnie-manga/,35,74,877,261793,4812159,2,Hungary,29,Brown,Brown,"165 cm / 5'5""",55 kg / 121 lbs,A,36A-27-36,"Anna Derevjanko,Ida Red,Minnie,Minnie Karups,Minnie Magna",,,,
